base,ligand,aryl_halide,additive
MTBD,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-4-carboxylate
MTBD,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-4-carboxylate
MTBD,t-BuBrettPhos,1-chloro-4-methoxybenzene,ethyl-5-methylisoxazole-4-carboxylate
MTBD,t-BuBrettPhos,1-bromo-4-methoxybenzene,ethyl-5-methylisoxazole-4-carboxylate
MTBD,t-BuBrettPhos,1-iodo-4-methoxybenzene,ethyl-5-methylisoxazole-4-carboxylate
MTBD,t-BuBrettPhos,1-chloro-4-ethylbenzene,ethyl-5-methylisoxazole-4-carboxylate
MTBD,t-BuBrettPhos,1-bromo-4-ethylbenzene,ethyl-5-methylisoxazole-4-carboxylate
MTBD,t-BuBrettPhos,1-ethyl-4-iodobenzene,ethyl-5-methylisoxazole-4-carboxylate
MTBD,t-BuBrettPhos,2-chloropyridine,ethyl-5-methylisoxazole-4-carboxylate
MTBD,t-BuBrettPhos,2-bromopyridine,ethyl-5-methylisoxazole-4-carboxylate
MTBD,t-BuBrettPhos,2-iodopyridine,ethyl-5-methylisoxazole-4-carboxylate
MTBD,t-BuBrettPhos,3-chloropyridine,ethyl-5-methylisoxazole-4-carboxylate
MTBD,t-BuBrettPhos,3-bromopyridine,ethyl-5-methylisoxazole-4-carboxylate
MTBD,t-BuBrettPhos,3-iodopyridine,ethyl-5-methylisoxazole-4-carboxylate
MTBD,t-BuBrettPhos,None,ethyl-5-methylisoxazole-4-carboxylate
P2Et,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,ethyl-isoxazole-4-carboxylate
P2Et,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,ethyl-isoxazole-4-carboxylate
P2Et,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,ethyl-isoxazole-4-carboxylate
P2Et,t-BuBrettPhos,1-chloro-4-methoxybenzene,ethyl-isoxazole-4-carboxylate
P2Et,t-BuBrettPhos,1-bromo-4-methoxybenzene,ethyl-isoxazole-4-carboxylate
P2Et,t-BuBrettPhos,1-iodo-4-methoxybenzene,ethyl-isoxazole-4-carboxylate
P2Et,t-BuBrettPhos,1-chloro-4-ethylbenzene,ethyl-isoxazole-4-carboxylate
P2Et,t-BuBrettPhos,1-bromo-4-ethylbenzene,ethyl-isoxazole-4-carboxylate
P2Et,t-BuBrettPhos,1-ethyl-4-iodobenzene,ethyl-isoxazole-4-carboxylate
P2Et,t-BuBrettPhos,2-chloropyridine,ethyl-isoxazole-4-carboxylate
P2Et,t-BuBrettPhos,2-bromopyridine,ethyl-isoxazole-4-carboxylate
P2Et,t-BuBrettPhos,2-iodopyridine,ethyl-isoxazole-4-carboxylate
P2Et,t-BuBrettPhos,3-chloropyridine,ethyl-isoxazole-4-carboxylate
P2Et,t-BuBrettPhos,3-bromopyridine,ethyl-isoxazole-4-carboxylate
P2Et,t-BuBrettPhos,3-iodopyridine,ethyl-isoxazole-4-carboxylate
P2Et,t-BuBrettPhos,None,ethyl-isoxazole-4-carboxylate
BTMG,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,ethyl-isoxazole-4-carboxylate
BTMG,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,ethyl-isoxazole-4-carboxylate
BTMG,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,ethyl-isoxazole-4-carboxylate
BTMG,t-BuBrettPhos,1-chloro-4-methoxybenzene,ethyl-isoxazole-4-carboxylate
BTMG,t-BuBrettPhos,1-bromo-4-methoxybenzene,ethyl-isoxazole-4-carboxylate
BTMG,t-BuBrettPhos,1-iodo-4-methoxybenzene,ethyl-isoxazole-4-carboxylate
BTMG,t-BuBrettPhos,1-chloro-4-ethylbenzene,ethyl-isoxazole-4-carboxylate
BTMG,t-BuBrettPhos,1-bromo-4-ethylbenzene,ethyl-isoxazole-4-carboxylate
BTMG,t-BuBrettPhos,1-ethyl-4-iodobenzene,ethyl-isoxazole-4-carboxylate
BTMG,t-BuBrettPhos,2-chloropyridine,ethyl-isoxazole-4-carboxylate
BTMG,t-BuBrettPhos,2-bromopyridine,ethyl-isoxazole-4-carboxylate
BTMG,t-BuBrettPhos,2-iodopyridine,ethyl-isoxazole-4-carboxylate
BTMG,t-BuBrettPhos,3-chloropyridine,ethyl-isoxazole-4-carboxylate
BTMG,t-BuBrettPhos,3-bromopyridine,ethyl-isoxazole-4-carboxylate
BTMG,t-BuBrettPhos,3-iodopyridine,ethyl-isoxazole-4-carboxylate
BTMG,t-BuBrettPhos,None,ethyl-isoxazole-4-carboxylate
MTBD,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,ethyl-isoxazole-4-carboxylate
MTBD,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,ethyl-isoxazole-4-carboxylate
MTBD,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,ethyl-isoxazole-4-carboxylate
MTBD,t-BuBrettPhos,1-chloro-4-methoxybenzene,ethyl-isoxazole-4-carboxylate
MTBD,t-BuBrettPhos,1-bromo-4-methoxybenzene,ethyl-isoxazole-4-carboxylate
MTBD,t-BuBrettPhos,1-iodo-4-methoxybenzene,ethyl-isoxazole-4-carboxylate
MTBD,t-BuBrettPhos,1-chloro-4-ethylbenzene,ethyl-isoxazole-4-carboxylate
MTBD,t-BuBrettPhos,1-bromo-4-ethylbenzene,ethyl-isoxazole-4-carboxylate
MTBD,t-BuBrettPhos,1-ethyl-4-iodobenzene,ethyl-isoxazole-4-carboxylate
MTBD,t-BuBrettPhos,2-chloropyridine,ethyl-isoxazole-4-carboxylate
MTBD,t-BuBrettPhos,2-bromopyridine,ethyl-isoxazole-4-carboxylate
MTBD,t-BuBrettPhos,2-iodopyridine,ethyl-isoxazole-4-carboxylate
MTBD,t-BuBrettPhos,3-chloropyridine,ethyl-isoxazole-4-carboxylate
MTBD,t-BuBrettPhos,3-bromopyridine,ethyl-isoxazole-4-carboxylate
MTBD,t-BuBrettPhos,3-iodopyridine,ethyl-isoxazole-4-carboxylate
MTBD,t-BuBrettPhos,None,ethyl-isoxazole-4-carboxylate
P2Et,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,benzo[d]isoxazole
P2Et,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,benzo[d]isoxazole
P2Et,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,benzo[d]isoxazole
P2Et,t-BuBrettPhos,1-chloro-4-methoxybenzene,benzo[d]isoxazole
P2Et,t-BuBrettPhos,1-bromo-4-methoxybenzene,benzo[d]isoxazole
P2Et,t-BuBrettPhos,1-iodo-4-methoxybenzene,benzo[d]isoxazole
P2Et,t-BuBrettPhos,1-chloro-4-ethylbenzene,benzo[d]isoxazole
P2Et,t-BuBrettPhos,1-bromo-4-ethylbenzene,benzo[d]isoxazole
P2Et,t-BuBrettPhos,1-ethyl-4-iodobenzene,benzo[d]isoxazole
P2Et,t-BuBrettPhos,2-chloropyridine,benzo[d]isoxazole
P2Et,t-BuBrettPhos,2-bromopyridine,benzo[d]isoxazole
P2Et,t-BuBrettPhos,2-iodopyridine,benzo[d]isoxazole
P2Et,t-BuBrettPhos,3-chloropyridine,benzo[d]isoxazole
P2Et,t-BuBrettPhos,3-bromopyridine,benzo[d]isoxazole
P2Et,t-BuBrettPhos,3-iodopyridine,benzo[d]isoxazole
P2Et,t-BuBrettPhos,None,benzo[d]isoxazole
BTMG,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,benzo[d]isoxazole
BTMG,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,benzo[d]isoxazole
BTMG,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,benzo[d]isoxazole
BTMG,t-BuBrettPhos,1-chloro-4-methoxybenzene,benzo[d]isoxazole
BTMG,t-BuBrettPhos,1-bromo-4-methoxybenzene,benzo[d]isoxazole
BTMG,t-BuBrettPhos,1-iodo-4-methoxybenzene,benzo[d]isoxazole
BTMG,t-BuBrettPhos,1-chloro-4-ethylbenzene,benzo[d]isoxazole
BTMG,t-BuBrettPhos,1-bromo-4-ethylbenzene,benzo[d]isoxazole
BTMG,t-BuBrettPhos,1-ethyl-4-iodobenzene,benzo[d]isoxazole
BTMG,t-BuBrettPhos,2-chloropyridine,benzo[d]isoxazole
BTMG,t-BuBrettPhos,2-bromopyridine,benzo[d]isoxazole
BTMG,t-BuBrettPhos,2-iodopyridine,benzo[d]isoxazole
BTMG,t-BuBrettPhos,3-chloropyridine,benzo[d]isoxazole
BTMG,t-BuBrettPhos,3-bromopyridine,benzo[d]isoxazole
BTMG,t-BuBrettPhos,3-iodopyridine,benzo[d]isoxazole
BTMG,t-BuBrettPhos,None,benzo[d]isoxazole
MTBD,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,benzo[d]isoxazole
MTBD,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,benzo[d]isoxazole
MTBD,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,benzo[d]isoxazole
MTBD,t-BuBrettPhos,1-chloro-4-methoxybenzene,benzo[d]isoxazole
MTBD,t-BuBrettPhos,1-bromo-4-methoxybenzene,benzo[d]isoxazole
MTBD,t-BuBrettPhos,1-iodo-4-methoxybenzene,benzo[d]isoxazole
MTBD,t-BuBrettPhos,1-chloro-4-ethylbenzene,benzo[d]isoxazole
MTBD,t-BuBrettPhos,1-bromo-4-ethylbenzene,benzo[d]isoxazole
MTBD,t-BuBrettPhos,1-ethyl-4-iodobenzene,benzo[d]isoxazole
MTBD,t-BuBrettPhos,2-chloropyridine,benzo[d]isoxazole
MTBD,t-BuBrettPhos,2-bromopyridine,benzo[d]isoxazole
MTBD,t-BuBrettPhos,2-iodopyridine,benzo[d]isoxazole
MTBD,t-BuBrettPhos,3-chloropyridine,benzo[d]isoxazole
MTBD,t-BuBrettPhos,3-bromopyridine,benzo[d]isoxazole
MTBD,t-BuBrettPhos,3-iodopyridine,benzo[d]isoxazole
MTBD,t-BuBrettPhos,None,benzo[d]isoxazole
P2Et,AdBrettPhos,1-chloro-4-(trifluoromethyl)benzene,ethyl-isoxazole-3-carboxylate
P2Et,AdBrettPhos,1-bromo-4-(trifluoromethyl)benzene,ethyl-isoxazole-3-carboxylate
P2Et,AdBrettPhos,1-iodo-4-(trifluoromethyl)benzene,ethyl-isoxazole-3-carboxylate
P2Et,AdBrettPhos,1-chloro-4-methoxybenzene,ethyl-isoxazole-3-carboxylate
P2Et,AdBrettPhos,1-bromo-4-methoxybenzene,ethyl-isoxazole-3-carboxylate
P2Et,AdBrettPhos,1-iodo-4-methoxybenzene,ethyl-isoxazole-3-carboxylate
P2Et,AdBrettPhos,1-chloro-4-ethylbenzene,ethyl-isoxazole-3-carboxylate
P2Et,AdBrettPhos,1-bromo-4-ethylbenzene,ethyl-isoxazole-3-carboxylate
P2Et,AdBrettPhos,1-ethyl-4-iodobenzene,ethyl-isoxazole-3-carboxylate
P2Et,AdBrettPhos,2-chloropyridine,ethyl-isoxazole-3-carboxylate
P2Et,AdBrettPhos,2-bromopyridine,ethyl-isoxazole-3-carboxylate
P2Et,AdBrettPhos,2-iodopyridine,ethyl-isoxazole-3-carboxylate
P2Et,AdBrettPhos,3-chloropyridine,ethyl-isoxazole-3-carboxylate
P2Et,AdBrettPhos,3-bromopyridine,ethyl-isoxazole-3-carboxylate
P2Et,AdBrettPhos,3-iodopyridine,ethyl-isoxazole-3-carboxylate
P2Et,AdBrettPhos,None,ethyl-isoxazole-3-carboxylate
BTMG,AdBrettPhos,1-chloro-4-(trifluoromethyl)benzene,ethyl-isoxazole-3-carboxylate
BTMG,AdBrettPhos,1-bromo-4-(trifluoromethyl)benzene,ethyl-isoxazole-3-carboxylate
BTMG,AdBrettPhos,1-iodo-4-(trifluoromethyl)benzene,ethyl-isoxazole-3-carboxylate
BTMG,AdBrettPhos,1-chloro-4-methoxybenzene,ethyl-isoxazole-3-carboxylate
BTMG,AdBrettPhos,1-bromo-4-methoxybenzene,ethyl-isoxazole-3-carboxylate
BTMG,AdBrettPhos,1-iodo-4-methoxybenzene,ethyl-isoxazole-3-carboxylate
BTMG,AdBrettPhos,1-chloro-4-ethylbenzene,ethyl-isoxazole-3-carboxylate
BTMG,AdBrettPhos,1-bromo-4-ethylbenzene,ethyl-isoxazole-3-carboxylate
BTMG,AdBrettPhos,1-ethyl-4-iodobenzene,ethyl-isoxazole-3-carboxylate
BTMG,AdBrettPhos,2-chloropyridine,ethyl-isoxazole-3-carboxylate
BTMG,AdBrettPhos,2-bromopyridine,ethyl-isoxazole-3-carboxylate
BTMG,AdBrettPhos,2-iodopyridine,ethyl-isoxazole-3-carboxylate
BTMG,AdBrettPhos,3-chloropyridine,ethyl-isoxazole-3-carboxylate
BTMG,AdBrettPhos,3-bromopyridine,ethyl-isoxazole-3-carboxylate
BTMG,AdBrettPhos,3-iodopyridine,ethyl-isoxazole-3-carboxylate
BTMG,AdBrettPhos,None,ethyl-isoxazole-3-carboxylate
MTBD,AdBrettPhos,1-chloro-4-(trifluoromethyl)benzene,ethyl-isoxazole-3-carboxylate
MTBD,AdBrettPhos,1-bromo-4-(trifluoromethyl)benzene,ethyl-isoxazole-3-carboxylate
MTBD,AdBrettPhos,1-iodo-4-(trifluoromethyl)benzene,ethyl-isoxazole-3-carboxylate
MTBD,AdBrettPhos,1-chloro-4-methoxybenzene,ethyl-isoxazole-3-carboxylate
MTBD,AdBrettPhos,1-bromo-4-methoxybenzene,ethyl-isoxazole-3-carboxylate
MTBD,AdBrettPhos,1-iodo-4-methoxybenzene,ethyl-isoxazole-3-carboxylate
MTBD,AdBrettPhos,1-chloro-4-ethylbenzene,ethyl-isoxazole-3-carboxylate
MTBD,AdBrettPhos,1-bromo-4-ethylbenzene,ethyl-isoxazole-3-carboxylate
MTBD,AdBrettPhos,1-ethyl-4-iodobenzene,ethyl-isoxazole-3-carboxylate
MTBD,AdBrettPhos,2-chloropyridine,ethyl-isoxazole-3-carboxylate
MTBD,AdBrettPhos,2-bromopyridine,ethyl-isoxazole-3-carboxylate
MTBD,AdBrettPhos,2-iodopyridine,ethyl-isoxazole-3-carboxylate
MTBD,AdBrettPhos,3-chloropyridine,ethyl-isoxazole-3-carboxylate
MTBD,AdBrettPhos,3-bromopyridine,ethyl-isoxazole-3-carboxylate
MTBD,AdBrettPhos,3-iodopyridine,ethyl-isoxazole-3-carboxylate
MTBD,AdBrettPhos,None,ethyl-isoxazole-3-carboxylate
P2Et,AdBrettPhos,1-chloro-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-4-carboxylate
P2Et,AdBrettPhos,1-bromo-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-4-carboxylate
P2Et,AdBrettPhos,1-iodo-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-4-carboxylate
P2Et,AdBrettPhos,1-chloro-4-methoxybenzene,ethyl-5-methylisoxazole-4-carboxylate
P2Et,AdBrettPhos,1-bromo-4-methoxybenzene,ethyl-5-methylisoxazole-4-carboxylate
P2Et,AdBrettPhos,1-iodo-4-methoxybenzene,ethyl-5-methylisoxazole-4-carboxylate
P2Et,AdBrettPhos,1-chloro-4-ethylbenzene,ethyl-5-methylisoxazole-4-carboxylate
P2Et,AdBrettPhos,1-bromo-4-ethylbenzene,ethyl-5-methylisoxazole-4-carboxylate
P2Et,AdBrettPhos,1-ethyl-4-iodobenzene,ethyl-5-methylisoxazole-4-carboxylate
P2Et,AdBrettPhos,2-chloropyridine,ethyl-5-methylisoxazole-4-carboxylate
P2Et,AdBrettPhos,2-bromopyridine,ethyl-5-methylisoxazole-4-carboxylate
P2Et,AdBrettPhos,2-iodopyridine,ethyl-5-methylisoxazole-4-carboxylate
P2Et,AdBrettPhos,3-chloropyridine,ethyl-5-methylisoxazole-4-carboxylate
P2Et,AdBrettPhos,3-bromopyridine,ethyl-5-methylisoxazole-4-carboxylate
P2Et,AdBrettPhos,3-iodopyridine,ethyl-5-methylisoxazole-4-carboxylate
P2Et,AdBrettPhos,None,ethyl-5-methylisoxazole-4-carboxylate
BTMG,AdBrettPhos,1-chloro-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-4-carboxylate
BTMG,AdBrettPhos,1-bromo-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-4-carboxylate
BTMG,AdBrettPhos,1-iodo-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-4-carboxylate
BTMG,AdBrettPhos,1-chloro-4-methoxybenzene,ethyl-5-methylisoxazole-4-carboxylate
BTMG,AdBrettPhos,1-bromo-4-methoxybenzene,ethyl-5-methylisoxazole-4-carboxylate
BTMG,AdBrettPhos,1-iodo-4-methoxybenzene,ethyl-5-methylisoxazole-4-carboxylate
BTMG,AdBrettPhos,1-chloro-4-ethylbenzene,ethyl-5-methylisoxazole-4-carboxylate
BTMG,AdBrettPhos,1-bromo-4-ethylbenzene,ethyl-5-methylisoxazole-4-carboxylate
BTMG,AdBrettPhos,1-ethyl-4-iodobenzene,ethyl-5-methylisoxazole-4-carboxylate
BTMG,AdBrettPhos,2-chloropyridine,ethyl-5-methylisoxazole-4-carboxylate
BTMG,AdBrettPhos,2-bromopyridine,ethyl-5-methylisoxazole-4-carboxylate
BTMG,AdBrettPhos,2-iodopyridine,ethyl-5-methylisoxazole-4-carboxylate
BTMG,AdBrettPhos,3-chloropyridine,ethyl-5-methylisoxazole-4-carboxylate
BTMG,AdBrettPhos,3-bromopyridine,ethyl-5-methylisoxazole-4-carboxylate
BTMG,AdBrettPhos,3-iodopyridine,ethyl-5-methylisoxazole-4-carboxylate
BTMG,AdBrettPhos,None,ethyl-5-methylisoxazole-4-carboxylate
MTBD,AdBrettPhos,1-chloro-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-4-carboxylate
MTBD,AdBrettPhos,1-bromo-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-4-carboxylate
MTBD,AdBrettPhos,1-iodo-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-4-carboxylate
MTBD,AdBrettPhos,1-chloro-4-methoxybenzene,ethyl-5-methylisoxazole-4-carboxylate
MTBD,AdBrettPhos,1-bromo-4-methoxybenzene,ethyl-5-methylisoxazole-4-carboxylate
MTBD,AdBrettPhos,1-iodo-4-methoxybenzene,ethyl-5-methylisoxazole-4-carboxylate
MTBD,AdBrettPhos,1-chloro-4-ethylbenzene,ethyl-5-methylisoxazole-4-carboxylate
MTBD,AdBrettPhos,1-bromo-4-ethylbenzene,ethyl-5-methylisoxazole-4-carboxylate
MTBD,AdBrettPhos,1-ethyl-4-iodobenzene,ethyl-5-methylisoxazole-4-carboxylate
MTBD,AdBrettPhos,2-chloropyridine,ethyl-5-methylisoxazole-4-carboxylate
MTBD,AdBrettPhos,2-bromopyridine,ethyl-5-methylisoxazole-4-carboxylate
MTBD,AdBrettPhos,2-iodopyridine,ethyl-5-methylisoxazole-4-carboxylate
MTBD,AdBrettPhos,3-chloropyridine,ethyl-5-methylisoxazole-4-carboxylate
MTBD,AdBrettPhos,3-bromopyridine,ethyl-5-methylisoxazole-4-carboxylate
MTBD,AdBrettPhos,3-iodopyridine,ethyl-5-methylisoxazole-4-carboxylate
MTBD,AdBrettPhos,None,ethyl-5-methylisoxazole-4-carboxylate
P2Et,AdBrettPhos,1-chloro-4-(trifluoromethyl)benzene,ethyl-isoxazole-4-carboxylate
P2Et,AdBrettPhos,1-bromo-4-(trifluoromethyl)benzene,ethyl-isoxazole-4-carboxylate
P2Et,AdBrettPhos,1-iodo-4-(trifluoromethyl)benzene,ethyl-isoxazole-4-carboxylate
P2Et,AdBrettPhos,1-chloro-4-methoxybenzene,ethyl-isoxazole-4-carboxylate
P2Et,AdBrettPhos,1-bromo-4-methoxybenzene,ethyl-isoxazole-4-carboxylate
P2Et,AdBrettPhos,1-iodo-4-methoxybenzene,ethyl-isoxazole-4-carboxylate
P2Et,AdBrettPhos,1-chloro-4-ethylbenzene,ethyl-isoxazole-4-carboxylate
P2Et,AdBrettPhos,1-bromo-4-ethylbenzene,ethyl-isoxazole-4-carboxylate
P2Et,AdBrettPhos,1-ethyl-4-iodobenzene,ethyl-isoxazole-4-carboxylate
P2Et,AdBrettPhos,2-chloropyridine,ethyl-isoxazole-4-carboxylate
P2Et,AdBrettPhos,2-bromopyridine,ethyl-isoxazole-4-carboxylate
P2Et,AdBrettPhos,2-iodopyridine,ethyl-isoxazole-4-carboxylate
P2Et,AdBrettPhos,3-chloropyridine,ethyl-isoxazole-4-carboxylate
P2Et,AdBrettPhos,3-bromopyridine,ethyl-isoxazole-4-carboxylate
P2Et,AdBrettPhos,3-iodopyridine,ethyl-isoxazole-4-carboxylate
P2Et,AdBrettPhos,None,ethyl-isoxazole-4-carboxylate
BTMG,AdBrettPhos,1-chloro-4-(trifluoromethyl)benzene,ethyl-isoxazole-4-carboxylate
BTMG,AdBrettPhos,1-bromo-4-(trifluoromethyl)benzene,ethyl-isoxazole-4-carboxylate
BTMG,AdBrettPhos,1-iodo-4-(trifluoromethyl)benzene,ethyl-isoxazole-4-carboxylate
BTMG,AdBrettPhos,1-chloro-4-methoxybenzene,ethyl-isoxazole-4-carboxylate
BTMG,AdBrettPhos,1-bromo-4-methoxybenzene,ethyl-isoxazole-4-carboxylate
BTMG,AdBrettPhos,1-iodo-4-methoxybenzene,ethyl-isoxazole-4-carboxylate
BTMG,AdBrettPhos,1-chloro-4-ethylbenzene,ethyl-isoxazole-4-carboxylate
BTMG,AdBrettPhos,1-bromo-4-ethylbenzene,ethyl-isoxazole-4-carboxylate
BTMG,AdBrettPhos,1-ethyl-4-iodobenzene,ethyl-isoxazole-4-carboxylate
BTMG,AdBrettPhos,2-chloropyridine,ethyl-isoxazole-4-carboxylate
BTMG,AdBrettPhos,2-bromopyridine,ethyl-isoxazole-4-carboxylate
BTMG,AdBrettPhos,2-iodopyridine,ethyl-isoxazole-4-carboxylate
BTMG,AdBrettPhos,3-chloropyridine,ethyl-isoxazole-4-carboxylate
BTMG,AdBrettPhos,3-bromopyridine,ethyl-isoxazole-4-carboxylate
BTMG,AdBrettPhos,3-iodopyridine,ethyl-isoxazole-4-carboxylate
BTMG,AdBrettPhos,None,ethyl-isoxazole-4-carboxylate
MTBD,AdBrettPhos,1-chloro-4-(trifluoromethyl)benzene,ethyl-isoxazole-4-carboxylate
MTBD,AdBrettPhos,1-bromo-4-(trifluoromethyl)benzene,ethyl-isoxazole-4-carboxylate
MTBD,AdBrettPhos,1-iodo-4-(trifluoromethyl)benzene,ethyl-isoxazole-4-carboxylate
MTBD,AdBrettPhos,1-chloro-4-methoxybenzene,ethyl-isoxazole-4-carboxylate
MTBD,AdBrettPhos,1-bromo-4-methoxybenzene,ethyl-isoxazole-4-carboxylate
MTBD,AdBrettPhos,1-iodo-4-methoxybenzene,ethyl-isoxazole-4-carboxylate
MTBD,AdBrettPhos,1-chloro-4-ethylbenzene,ethyl-isoxazole-4-carboxylate
MTBD,AdBrettPhos,1-bromo-4-ethylbenzene,ethyl-isoxazole-4-carboxylate
MTBD,AdBrettPhos,1-ethyl-4-iodobenzene,ethyl-isoxazole-4-carboxylate
MTBD,AdBrettPhos,2-chloropyridine,ethyl-isoxazole-4-carboxylate
MTBD,AdBrettPhos,2-bromopyridine,ethyl-isoxazole-4-carboxylate
MTBD,AdBrettPhos,2-iodopyridine,ethyl-isoxazole-4-carboxylate
MTBD,AdBrettPhos,3-chloropyridine,ethyl-isoxazole-4-carboxylate
MTBD,AdBrettPhos,3-bromopyridine,ethyl-isoxazole-4-carboxylate
MTBD,AdBrettPhos,3-iodopyridine,ethyl-isoxazole-4-carboxylate
MTBD,AdBrettPhos,None,ethyl-isoxazole-4-carboxylate
P2Et,AdBrettPhos,1-chloro-4-(trifluoromethyl)benzene,benzo[d]isoxazole
P2Et,AdBrettPhos,1-bromo-4-(trifluoromethyl)benzene,benzo[d]isoxazole
P2Et,AdBrettPhos,1-iodo-4-(trifluoromethyl)benzene,benzo[d]isoxazole
P2Et,AdBrettPhos,1-chloro-4-methoxybenzene,benzo[d]isoxazole
P2Et,AdBrettPhos,1-bromo-4-methoxybenzene,benzo[d]isoxazole
P2Et,AdBrettPhos,1-iodo-4-methoxybenzene,benzo[d]isoxazole
P2Et,AdBrettPhos,1-chloro-4-ethylbenzene,benzo[d]isoxazole
P2Et,AdBrettPhos,1-bromo-4-ethylbenzene,benzo[d]isoxazole
P2Et,AdBrettPhos,1-ethyl-4-iodobenzene,benzo[d]isoxazole
P2Et,AdBrettPhos,2-chloropyridine,benzo[d]isoxazole
P2Et,AdBrettPhos,2-bromopyridine,benzo[d]isoxazole
P2Et,AdBrettPhos,2-iodopyridine,benzo[d]isoxazole
P2Et,AdBrettPhos,3-chloropyridine,benzo[d]isoxazole
P2Et,AdBrettPhos,3-bromopyridine,benzo[d]isoxazole
P2Et,AdBrettPhos,3-iodopyridine,benzo[d]isoxazole
P2Et,AdBrettPhos,None,benzo[d]isoxazole
BTMG,AdBrettPhos,1-chloro-4-(trifluoromethyl)benzene,benzo[d]isoxazole
BTMG,AdBrettPhos,1-bromo-4-(trifluoromethyl)benzene,benzo[d]isoxazole
BTMG,AdBrettPhos,1-iodo-4-(trifluoromethyl)benzene,benzo[d]isoxazole
BTMG,AdBrettPhos,1-chloro-4-methoxybenzene,benzo[d]isoxazole
BTMG,AdBrettPhos,1-bromo-4-methoxybenzene,benzo[d]isoxazole
BTMG,AdBrettPhos,1-iodo-4-methoxybenzene,benzo[d]isoxazole
BTMG,AdBrettPhos,1-chloro-4-ethylbenzene,benzo[d]isoxazole
BTMG,AdBrettPhos,1-bromo-4-ethylbenzene,benzo[d]isoxazole
BTMG,AdBrettPhos,1-ethyl-4-iodobenzene,benzo[d]isoxazole
BTMG,AdBrettPhos,2-chloropyridine,benzo[d]isoxazole
BTMG,AdBrettPhos,2-bromopyridine,benzo[d]isoxazole
BTMG,AdBrettPhos,2-iodopyridine,benzo[d]isoxazole
BTMG,AdBrettPhos,3-chloropyridine,benzo[d]isoxazole
BTMG,AdBrettPhos,3-bromopyridine,benzo[d]isoxazole
BTMG,AdBrettPhos,3-iodopyridine,benzo[d]isoxazole
BTMG,AdBrettPhos,None,benzo[d]isoxazole
MTBD,AdBrettPhos,1-chloro-4-(trifluoromethyl)benzene,benzo[d]isoxazole
MTBD,AdBrettPhos,1-bromo-4-(trifluoromethyl)benzene,benzo[d]isoxazole
MTBD,AdBrettPhos,1-iodo-4-(trifluoromethyl)benzene,benzo[d]isoxazole
MTBD,AdBrettPhos,1-chloro-4-methoxybenzene,benzo[d]isoxazole
MTBD,AdBrettPhos,1-bromo-4-methoxybenzene,benzo[d]isoxazole
MTBD,AdBrettPhos,1-iodo-4-methoxybenzene,benzo[d]isoxazole
MTBD,AdBrettPhos,1-chloro-4-ethylbenzene,benzo[d]isoxazole
MTBD,AdBrettPhos,1-bromo-4-ethylbenzene,benzo[d]isoxazole
MTBD,AdBrettPhos,1-ethyl-4-iodobenzene,benzo[d]isoxazole
MTBD,AdBrettPhos,2-chloropyridine,benzo[d]isoxazole
MTBD,AdBrettPhos,2-bromopyridine,benzo[d]isoxazole
MTBD,AdBrettPhos,2-iodopyridine,benzo[d]isoxazole
MTBD,AdBrettPhos,3-chloropyridine,benzo[d]isoxazole
MTBD,AdBrettPhos,3-bromopyridine,benzo[d]isoxazole
MTBD,AdBrettPhos,3-iodopyridine,benzo[d]isoxazole
MTBD,AdBrettPhos,None,benzo[d]isoxazole
P2Et,XPhos,1-chloro-4-(trifluoromethyl)benzene,ethyl-3-methoxyisoxazole-5-carboxylate
