base,ligand,aryl_halide,additive,yield
MTBD,t-BuXPhos,1-chloro-4-(trifluoromethyl)benzene,ethyl-isoxazole-4-carboxylate,21.36830036
MTBD,t-BuXPhos,1-bromo-4-(trifluoromethyl)benzene,ethyl-isoxazole-4-carboxylate,21.54675104
MTBD,t-BuXPhos,1-iodo-4-(trifluoromethyl)benzene,ethyl-isoxazole-4-carboxylate,23.06691402
MTBD,t-BuXPhos,1-chloro-4-methoxybenzene,ethyl-isoxazole-4-carboxylate,2.7209239710000004
MTBD,t-BuXPhos,1-bromo-4-methoxybenzene,ethyl-isoxazole-4-carboxylate,15.47495789
MTBD,t-BuXPhos,1-iodo-4-methoxybenzene,ethyl-isoxazole-4-carboxylate,19.40320705
MTBD,t-BuXPhos,1-chloro-4-ethylbenzene,ethyl-isoxazole-4-carboxylate,14.32160153
MTBD,t-BuXPhos,1-bromo-4-ethylbenzene,ethyl-isoxazole-4-carboxylate,28.13311375
MTBD,t-BuXPhos,1-ethyl-4-iodobenzene,ethyl-isoxazole-4-carboxylate,30.76250124
MTBD,t-BuXPhos,2-chloropyridine,ethyl-isoxazole-4-carboxylate,40.21576406
MTBD,t-BuXPhos,2-bromopyridine,ethyl-isoxazole-4-carboxylate,46.05681806
MTBD,t-BuXPhos,2-iodopyridine,ethyl-isoxazole-4-carboxylate,51.15306518
MTBD,t-BuXPhos,3-chloropyridine,ethyl-isoxazole-4-carboxylate,30.05876834
MTBD,t-BuXPhos,3-bromopyridine,ethyl-isoxazole-4-carboxylate,30.11566658
MTBD,t-BuXPhos,3-iodopyridine,ethyl-isoxazole-4-carboxylate,33.8132368
MTBD,t-BuXPhos,None,ethyl-isoxazole-4-carboxylate,0.0
P2Et,t-BuXPhos,1-chloro-4-(trifluoromethyl)benzene,benzo[d]isoxazole,20.05913492
P2Et,t-BuXPhos,1-bromo-4-(trifluoromethyl)benzene,benzo[d]isoxazole,34.2208852
P2Et,t-BuXPhos,1-iodo-4-(trifluoromethyl)benzene,benzo[d]isoxazole,40.30244069
P2Et,t-BuXPhos,1-chloro-4-methoxybenzene,benzo[d]isoxazole,1.194006928
P2Et,t-BuXPhos,1-bromo-4-methoxybenzene,benzo[d]isoxazole,27.35092133
P2Et,t-BuXPhos,1-iodo-4-methoxybenzene,benzo[d]isoxazole,26.91242644
P2Et,t-BuXPhos,1-chloro-4-ethylbenzene,benzo[d]isoxazole,5.628261366
P2Et,t-BuXPhos,1-bromo-4-ethylbenzene,benzo[d]isoxazole,51.85571731
P2Et,t-BuXPhos,1-ethyl-4-iodobenzene,benzo[d]isoxazole,49.62220517
P2Et,t-BuXPhos,2-chloropyridine,benzo[d]isoxazole,53.94447324
P2Et,t-BuXPhos,2-bromopyridine,benzo[d]isoxazole,65.48767084
P2Et,t-BuXPhos,2-iodopyridine,benzo[d]isoxazole,66.1445595
P2Et,t-BuXPhos,3-chloropyridine,benzo[d]isoxazole,38.1181996
P2Et,t-BuXPhos,3-bromopyridine,benzo[d]isoxazole,64.2716813
P2Et,t-BuXPhos,3-iodopyridine,benzo[d]isoxazole,65.73471929
P2Et,t-BuXPhos,None,benzo[d]isoxazole,0.0
BTMG,t-BuXPhos,1-chloro-4-(trifluoromethyl)benzene,benzo[d]isoxazole,18.75584418
BTMG,t-BuXPhos,1-bromo-4-(trifluoromethyl)benzene,benzo[d]isoxazole,28.59018557
BTMG,t-BuXPhos,1-iodo-4-(trifluoromethyl)benzene,benzo[d]isoxazole,31.83731475
BTMG,t-BuXPhos,1-chloro-4-methoxybenzene,benzo[d]isoxazole,0.7070455170000001
BTMG,t-BuXPhos,1-bromo-4-methoxybenzene,benzo[d]isoxazole,13.25145725
BTMG,t-BuXPhos,1-iodo-4-methoxybenzene,benzo[d]isoxazole,15.92909866
BTMG,t-BuXPhos,1-chloro-4-ethylbenzene,benzo[d]isoxazole,4.0644436960000005
BTMG,t-BuXPhos,1-bromo-4-ethylbenzene,benzo[d]isoxazole,32.63137063
BTMG,t-BuXPhos,1-ethyl-4-iodobenzene,benzo[d]isoxazole,32.03830806
BTMG,t-BuXPhos,2-chloropyridine,benzo[d]isoxazole,38.03832948
BTMG,t-BuXPhos,2-bromopyridine,benzo[d]isoxazole,50.50908656
BTMG,t-BuXPhos,2-iodopyridine,benzo[d]isoxazole,46.64490818
BTMG,t-BuXPhos,3-chloropyridine,benzo[d]isoxazole,27.15209242
BTMG,t-BuXPhos,3-bromopyridine,benzo[d]isoxazole,46.97084661
BTMG,t-BuXPhos,3-iodopyridine,benzo[d]isoxazole,47.28268345
BTMG,t-BuXPhos,None,benzo[d]isoxazole,0.0
MTBD,t-BuXPhos,1-chloro-4-(trifluoromethyl)benzene,benzo[d]isoxazole,29.17558441
MTBD,t-BuXPhos,1-bromo-4-(trifluoromethyl)benzene,benzo[d]isoxazole,36.5598853
MTBD,t-BuXPhos,1-iodo-4-(trifluoromethyl)benzene,benzo[d]isoxazole,49.46796695
MTBD,t-BuXPhos,1-chloro-4-methoxybenzene,benzo[d]isoxazole,1.858400826
MTBD,t-BuXPhos,1-bromo-4-methoxybenzene,benzo[d]isoxazole,31.25713511
MTBD,t-BuXPhos,1-iodo-4-methoxybenzene,benzo[d]isoxazole,34.0355551
MTBD,t-BuXPhos,1-chloro-4-ethylbenzene,benzo[d]isoxazole,11.31698923
MTBD,t-BuXPhos,1-bromo-4-ethylbenzene,benzo[d]isoxazole,62.64758393
MTBD,t-BuXPhos,1-ethyl-4-iodobenzene,benzo[d]isoxazole,60.28741502
MTBD,t-BuXPhos,2-chloropyridine,benzo[d]isoxazole,77.39811795
MTBD,t-BuXPhos,2-bromopyridine,benzo[d]isoxazole,83.68183531
MTBD,t-BuXPhos,2-iodopyridine,benzo[d]isoxazole,84.53852223
MTBD,t-BuXPhos,3-chloropyridine,benzo[d]isoxazole,49.15752148
MTBD,t-BuXPhos,3-bromopyridine,benzo[d]isoxazole,76.23035085
MTBD,t-BuXPhos,3-iodopyridine,benzo[d]isoxazole,75.20935081
MTBD,t-BuXPhos,None,benzo[d]isoxazole,0.0
P2Et,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,ethyl-isoxazole-3-carboxylate,0.0
P2Et,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,ethyl-isoxazole-3-carboxylate,0.0
P2Et,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,ethyl-isoxazole-3-carboxylate,10.5253011
P2Et,t-BuBrettPhos,1-chloro-4-methoxybenzene,ethyl-isoxazole-3-carboxylate,0.0
P2Et,t-BuBrettPhos,1-bromo-4-methoxybenzene,ethyl-isoxazole-3-carboxylate,0.0
P2Et,t-BuBrettPhos,1-iodo-4-methoxybenzene,ethyl-isoxazole-3-carboxylate,2.458138496
P2Et,t-BuBrettPhos,1-chloro-4-ethylbenzene,ethyl-isoxazole-3-carboxylate,9.08121194
P2Et,t-BuBrettPhos,1-bromo-4-ethylbenzene,ethyl-isoxazole-3-carboxylate,9.636653904
P2Et,t-BuBrettPhos,1-ethyl-4-iodobenzene,ethyl-isoxazole-3-carboxylate,10.37235966
P2Et,t-BuBrettPhos,2-chloropyridine,ethyl-isoxazole-3-carboxylate,1.660025621
P2Et,t-BuBrettPhos,2-bromopyridine,ethyl-isoxazole-3-carboxylate,2.145304957
P2Et,t-BuBrettPhos,2-iodopyridine,ethyl-isoxazole-3-carboxylate,27.04583578
P2Et,t-BuBrettPhos,3-chloropyridine,ethyl-isoxazole-3-carboxylate,0.0
P2Et,t-BuBrettPhos,3-bromopyridine,ethyl-isoxazole-3-carboxylate,0.0
P2Et,t-BuBrettPhos,3-iodopyridine,ethyl-isoxazole-3-carboxylate,0.0
P2Et,t-BuBrettPhos,None,ethyl-isoxazole-3-carboxylate,0.0
BTMG,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,ethyl-isoxazole-3-carboxylate,15.09367159
BTMG,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,ethyl-isoxazole-3-carboxylate,34.51239146
BTMG,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,ethyl-isoxazole-3-carboxylate,35.6149447
BTMG,t-BuBrettPhos,1-chloro-4-methoxybenzene,ethyl-isoxazole-3-carboxylate,0.438548426
BTMG,t-BuBrettPhos,1-bromo-4-methoxybenzene,ethyl-isoxazole-3-carboxylate,31.2588772
BTMG,t-BuBrettPhos,1-iodo-4-methoxybenzene,ethyl-isoxazole-3-carboxylate,34.24307349
BTMG,t-BuBrettPhos,1-chloro-4-ethylbenzene,ethyl-isoxazole-3-carboxylate,6.866213056
BTMG,t-BuBrettPhos,1-bromo-4-ethylbenzene,ethyl-isoxazole-3-carboxylate,62.44858365
BTMG,t-BuBrettPhos,1-ethyl-4-iodobenzene,ethyl-isoxazole-3-carboxylate,65.94190973
BTMG,t-BuBrettPhos,2-chloropyridine,ethyl-isoxazole-3-carboxylate,58.32558385
BTMG,t-BuBrettPhos,2-bromopyridine,ethyl-isoxazole-3-carboxylate,60.47798465
BTMG,t-BuBrettPhos,2-iodopyridine,ethyl-isoxazole-3-carboxylate,63.18914382
BTMG,t-BuBrettPhos,3-chloropyridine,ethyl-isoxazole-3-carboxylate,18.36789148
BTMG,t-BuBrettPhos,3-bromopyridine,ethyl-isoxazole-3-carboxylate,59.7949718
BTMG,t-BuBrettPhos,3-iodopyridine,ethyl-isoxazole-3-carboxylate,64.64035682
BTMG,t-BuBrettPhos,None,ethyl-isoxazole-3-carboxylate,0.0
MTBD,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,ethyl-isoxazole-3-carboxylate,17.38451108
MTBD,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,ethyl-isoxazole-3-carboxylate,38.46400948
MTBD,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,ethyl-isoxazole-3-carboxylate,51.11682644
MTBD,t-BuBrettPhos,1-chloro-4-methoxybenzene,ethyl-isoxazole-3-carboxylate,0.578158424
MTBD,t-BuBrettPhos,1-bromo-4-methoxybenzene,ethyl-isoxazole-3-carboxylate,45.97256872
MTBD,t-BuBrettPhos,1-iodo-4-methoxybenzene,ethyl-isoxazole-3-carboxylate,47.70226953
MTBD,t-BuBrettPhos,1-chloro-4-ethylbenzene,ethyl-isoxazole-3-carboxylate,7.228003443
MTBD,t-BuBrettPhos,1-bromo-4-ethylbenzene,ethyl-isoxazole-3-carboxylate,79.8902752
MTBD,t-BuBrettPhos,1-ethyl-4-iodobenzene,ethyl-isoxazole-3-carboxylate,80.5818059
MTBD,t-BuBrettPhos,2-chloropyridine,ethyl-isoxazole-3-carboxylate,84.93002270000001
MTBD,t-BuBrettPhos,2-bromopyridine,ethyl-isoxazole-3-carboxylate,89.419451
MTBD,t-BuBrettPhos,2-iodopyridine,ethyl-isoxazole-3-carboxylate,89.55924552
MTBD,t-BuBrettPhos,3-chloropyridine,ethyl-isoxazole-3-carboxylate,13.66378067
MTBD,t-BuBrettPhos,3-bromopyridine,ethyl-isoxazole-3-carboxylate,86.89971677
MTBD,t-BuBrettPhos,3-iodopyridine,ethyl-isoxazole-3-carboxylate,87.237545
MTBD,t-BuBrettPhos,None,ethyl-isoxazole-3-carboxylate,0.0
P2Et,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-4-carboxylate,11.30133212
P2Et,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-4-carboxylate,10.82736056
P2Et,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-4-carboxylate,12.11048821
P2Et,t-BuBrettPhos,1-chloro-4-methoxybenzene,ethyl-5-methylisoxazole-4-carboxylate,1.03540736
P2Et,t-BuBrettPhos,1-bromo-4-methoxybenzene,ethyl-5-methylisoxazole-4-carboxylate,15.16491224
P2Et,t-BuBrettPhos,1-iodo-4-methoxybenzene,ethyl-5-methylisoxazole-4-carboxylate,19.46778248
P2Et,t-BuBrettPhos,1-chloro-4-ethylbenzene,ethyl-5-methylisoxazole-4-carboxylate,8.038113026
P2Et,t-BuBrettPhos,1-bromo-4-ethylbenzene,ethyl-5-methylisoxazole-4-carboxylate,23.73944169
P2Et,t-BuBrettPhos,1-ethyl-4-iodobenzene,ethyl-5-methylisoxazole-4-carboxylate,30.46158728
P2Et,t-BuBrettPhos,2-chloropyridine,ethyl-5-methylisoxazole-4-carboxylate,24.62070452
P2Et,t-BuBrettPhos,2-bromopyridine,ethyl-5-methylisoxazole-4-carboxylate,28.5763008
P2Et,t-BuBrettPhos,2-iodopyridine,ethyl-5-methylisoxazole-4-carboxylate,36.14968182
P2Et,t-BuBrettPhos,3-chloropyridine,ethyl-5-methylisoxazole-4-carboxylate,13.71916528
P2Et,t-BuBrettPhos,3-bromopyridine,ethyl-5-methylisoxazole-4-carboxylate,13.98206369
P2Et,t-BuBrettPhos,3-iodopyridine,ethyl-5-methylisoxazole-4-carboxylate,18.13660134
P2Et,t-BuBrettPhos,None,ethyl-5-methylisoxazole-4-carboxylate,0.0
BTMG,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-4-carboxylate,0.927604534
BTMG,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-4-carboxylate,7.316239252000001
BTMG,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-4-carboxylate,21.43045359
BTMG,t-BuBrettPhos,1-chloro-4-methoxybenzene,ethyl-5-methylisoxazole-4-carboxylate,0.0
BTMG,t-BuBrettPhos,1-bromo-4-methoxybenzene,ethyl-5-methylisoxazole-4-carboxylate,3.2928072669999997
BTMG,t-BuBrettPhos,1-iodo-4-methoxybenzene,ethyl-5-methylisoxazole-4-carboxylate,23.04423411
BTMG,t-BuBrettPhos,1-chloro-4-ethylbenzene,ethyl-5-methylisoxazole-4-carboxylate,0.0
BTMG,t-BuBrettPhos,1-bromo-4-ethylbenzene,ethyl-5-methylisoxazole-4-carboxylate,7.479579469
BTMG,t-BuBrettPhos,1-ethyl-4-iodobenzene,ethyl-5-methylisoxazole-4-carboxylate,39.99701682
BTMG,t-BuBrettPhos,2-chloropyridine,ethyl-5-methylisoxazole-4-carboxylate,9.836570629
BTMG,t-BuBrettPhos,2-bromopyridine,ethyl-5-methylisoxazole-4-carboxylate,16.26033077
BTMG,t-BuBrettPhos,2-iodopyridine,ethyl-5-methylisoxazole-4-carboxylate,36.05690183
BTMG,t-BuBrettPhos,3-chloropyridine,ethyl-5-methylisoxazole-4-carboxylate,0.0
BTMG,t-BuBrettPhos,3-bromopyridine,ethyl-5-methylisoxazole-4-carboxylate,15.39357697
BTMG,t-BuBrettPhos,3-iodopyridine,ethyl-5-methylisoxazole-4-carboxylate,27.678997100000004
BTMG,t-BuBrettPhos,None,ethyl-5-methylisoxazole-4-carboxylate,0.0
MTBD,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-4-carboxylate,20.24596352
MTBD,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-4-carboxylate,29.08430143
MTBD,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-4-carboxylate,38.79638342
MTBD,t-BuBrettPhos,1-chloro-4-methoxybenzene,ethyl-5-methylisoxazole-4-carboxylate,0.851812248
MTBD,t-BuBrettPhos,1-bromo-4-methoxybenzene,ethyl-5-methylisoxazole-4-carboxylate,26.7810647
MTBD,t-BuBrettPhos,1-iodo-4-methoxybenzene,ethyl-5-methylisoxazole-4-carboxylate,29.42310745
MTBD,t-BuBrettPhos,1-chloro-4-ethylbenzene,ethyl-5-methylisoxazole-4-carboxylate,7.689322987000001
MTBD,t-BuBrettPhos,1-bromo-4-ethylbenzene,ethyl-5-methylisoxazole-4-carboxylate,45.3883139
MTBD,t-BuBrettPhos,1-ethyl-4-iodobenzene,ethyl-5-methylisoxazole-4-carboxylate,59.85587044
MTBD,t-BuBrettPhos,2-chloropyridine,ethyl-5-methylisoxazole-4-carboxylate,49.94868445
MTBD,t-BuBrettPhos,2-bromopyridine,ethyl-5-methylisoxazole-4-carboxylate,50.70720641
MTBD,t-BuBrettPhos,2-iodopyridine,ethyl-5-methylisoxazole-4-carboxylate,77.95754061
MTBD,t-BuBrettPhos,3-chloropyridine,ethyl-5-methylisoxazole-4-carboxylate,15.1222891
MTBD,t-BuBrettPhos,3-bromopyridine,ethyl-5-methylisoxazole-4-carboxylate,45.50180654
MTBD,t-BuBrettPhos,3-iodopyridine,ethyl-5-methylisoxazole-4-carboxylate,48.17982197
MTBD,t-BuBrettPhos,None,ethyl-5-methylisoxazole-4-carboxylate,0.0
P2Et,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,ethyl-isoxazole-4-carboxylate,1.232632372
P2Et,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,ethyl-isoxazole-4-carboxylate,5.992320527
P2Et,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,ethyl-isoxazole-4-carboxylate,4.022257677
P2Et,t-BuBrettPhos,1-chloro-4-methoxybenzene,ethyl-isoxazole-4-carboxylate,0.0
P2Et,t-BuBrettPhos,1-bromo-4-methoxybenzene,ethyl-isoxazole-4-carboxylate,3.26158183
P2Et,t-BuBrettPhos,1-iodo-4-methoxybenzene,ethyl-isoxazole-4-carboxylate,6.286120839
P2Et,t-BuBrettPhos,1-chloro-4-ethylbenzene,ethyl-isoxazole-4-carboxylate,9.606838288
P2Et,t-BuBrettPhos,1-bromo-4-ethylbenzene,ethyl-isoxazole-4-carboxylate,13.59760256
P2Et,t-BuBrettPhos,1-ethyl-4-iodobenzene,ethyl-isoxazole-4-carboxylate,10.04227922
P2Et,t-BuBrettPhos,2-chloropyridine,ethyl-isoxazole-4-carboxylate,4.444109893
P2Et,t-BuBrettPhos,2-bromopyridine,ethyl-isoxazole-4-carboxylate,2.413308832
P2Et,t-BuBrettPhos,2-iodopyridine,ethyl-isoxazole-4-carboxylate,12.05269157
P2Et,t-BuBrettPhos,3-chloropyridine,ethyl-isoxazole-4-carboxylate,0.0
P2Et,t-BuBrettPhos,3-bromopyridine,ethyl-isoxazole-4-carboxylate,6.360003901000001
P2Et,t-BuBrettPhos,3-iodopyridine,ethyl-isoxazole-4-carboxylate,6.499222361
P2Et,t-BuBrettPhos,None,ethyl-isoxazole-4-carboxylate,0.0
BTMG,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,ethyl-isoxazole-4-carboxylate,0.7015522279999999
BTMG,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,ethyl-isoxazole-4-carboxylate,2.069098233
BTMG,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,ethyl-isoxazole-4-carboxylate,3.566410027
BTMG,t-BuBrettPhos,1-chloro-4-methoxybenzene,ethyl-isoxazole-4-carboxylate,0.0
BTMG,t-BuBrettPhos,1-bromo-4-methoxybenzene,ethyl-isoxazole-4-carboxylate,0.64714493
BTMG,t-BuBrettPhos,1-iodo-4-methoxybenzene,ethyl-isoxazole-4-carboxylate,2.042704931
BTMG,t-BuBrettPhos,1-chloro-4-ethylbenzene,ethyl-isoxazole-4-carboxylate,0.8551124720000001
BTMG,t-BuBrettPhos,1-bromo-4-ethylbenzene,ethyl-isoxazole-4-carboxylate,2.370474153
BTMG,t-BuBrettPhos,1-ethyl-4-iodobenzene,ethyl-isoxazole-4-carboxylate,6.026719466
BTMG,t-BuBrettPhos,2-chloropyridine,ethyl-isoxazole-4-carboxylate,0.0
BTMG,t-BuBrettPhos,2-bromopyridine,ethyl-isoxazole-4-carboxylate,1.592422994
BTMG,t-BuBrettPhos,2-iodopyridine,ethyl-isoxazole-4-carboxylate,2.633148758
BTMG,t-BuBrettPhos,3-chloropyridine,ethyl-isoxazole-4-carboxylate,0.0
BTMG,t-BuBrettPhos,3-bromopyridine,ethyl-isoxazole-4-carboxylate,1.73070141
BTMG,t-BuBrettPhos,3-iodopyridine,ethyl-isoxazole-4-carboxylate,2.661542727
BTMG,t-BuBrettPhos,None,ethyl-isoxazole-4-carboxylate,0.0
MTBD,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,ethyl-isoxazole-4-carboxylate,20.0833829
MTBD,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,ethyl-isoxazole-4-carboxylate,22.43503561
MTBD,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,ethyl-isoxazole-4-carboxylate,22.47082227
MTBD,t-BuBrettPhos,1-chloro-4-methoxybenzene,ethyl-isoxazole-4-carboxylate,0.788355769
MTBD,t-BuBrettPhos,1-bromo-4-methoxybenzene,ethyl-isoxazole-4-carboxylate,15.37805239
MTBD,t-BuBrettPhos,1-iodo-4-methoxybenzene,ethyl-isoxazole-4-carboxylate,15.73387398
MTBD,t-BuBrettPhos,1-chloro-4-ethylbenzene,ethyl-isoxazole-4-carboxylate,13.65409275
MTBD,t-BuBrettPhos,1-bromo-4-ethylbenzene,ethyl-isoxazole-4-carboxylate,30.87951231
MTBD,t-BuBrettPhos,1-ethyl-4-iodobenzene,ethyl-isoxazole-4-carboxylate,33.69627508
MTBD,t-BuBrettPhos,2-chloropyridine,ethyl-isoxazole-4-carboxylate,40.01187418
MTBD,t-BuBrettPhos,2-bromopyridine,ethyl-isoxazole-4-carboxylate,40.89777506
MTBD,t-BuBrettPhos,2-iodopyridine,ethyl-isoxazole-4-carboxylate,44.9389876
MTBD,t-BuBrettPhos,3-chloropyridine,ethyl-isoxazole-4-carboxylate,28.90716664
MTBD,t-BuBrettPhos,3-bromopyridine,ethyl-isoxazole-4-carboxylate,32.16902238
MTBD,t-BuBrettPhos,3-iodopyridine,ethyl-isoxazole-4-carboxylate,33.39106531
MTBD,t-BuBrettPhos,None,ethyl-isoxazole-4-carboxylate,0.0
P2Et,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,benzo[d]isoxazole,16.27214516
P2Et,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,benzo[d]isoxazole,30.61272696
P2Et,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,benzo[d]isoxazole,42.70251629
P2Et,t-BuBrettPhos,1-chloro-4-methoxybenzene,benzo[d]isoxazole,0.593797719
P2Et,t-BuBrettPhos,1-bromo-4-methoxybenzene,benzo[d]isoxazole,23.1010236
P2Et,t-BuBrettPhos,1-iodo-4-methoxybenzene,benzo[d]isoxazole,29.85245303
P2Et,t-BuBrettPhos,1-chloro-4-ethylbenzene,benzo[d]isoxazole,9.228754169
P2Et,t-BuBrettPhos,1-bromo-4-ethylbenzene,benzo[d]isoxazole,54.9141799
P2Et,t-BuBrettPhos,1-ethyl-4-iodobenzene,benzo[d]isoxazole,59.29246641
P2Et,t-BuBrettPhos,2-chloropyridine,benzo[d]isoxazole,56.49708288
P2Et,t-BuBrettPhos,2-bromopyridine,benzo[d]isoxazole,63.56506276
P2Et,t-BuBrettPhos,2-iodopyridine,benzo[d]isoxazole,68.44214129
P2Et,t-BuBrettPhos,3-chloropyridine,benzo[d]isoxazole,36.10795647
P2Et,t-BuBrettPhos,3-bromopyridine,benzo[d]isoxazole,70.74157393
P2Et,t-BuBrettPhos,3-iodopyridine,benzo[d]isoxazole,73.24639173
P2Et,t-BuBrettPhos,None,benzo[d]isoxazole,0.0
BTMG,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,benzo[d]isoxazole,16.10027076
BTMG,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,benzo[d]isoxazole,29.89972719
BTMG,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,benzo[d]isoxazole,33.0062022
BTMG,t-BuBrettPhos,1-chloro-4-methoxybenzene,benzo[d]isoxazole,0.0
BTMG,t-BuBrettPhos,1-bromo-4-methoxybenzene,benzo[d]isoxazole,11.92095297
BTMG,t-BuBrettPhos,1-iodo-4-methoxybenzene,benzo[d]isoxazole,18.20662132
BTMG,t-BuBrettPhos,1-chloro-4-ethylbenzene,benzo[d]isoxazole,9.58087319
BTMG,t-BuBrettPhos,1-bromo-4-ethylbenzene,benzo[d]isoxazole,38.52322666
BTMG,t-BuBrettPhos,1-ethyl-4-iodobenzene,benzo[d]isoxazole,44.01604328
BTMG,t-BuBrettPhos,2-chloropyridine,benzo[d]isoxazole,36.66758858
BTMG,t-BuBrettPhos,2-bromopyridine,benzo[d]isoxazole,43.48269562
BTMG,t-BuBrettPhos,2-iodopyridine,benzo[d]isoxazole,47.63381676
BTMG,t-BuBrettPhos,3-chloropyridine,benzo[d]isoxazole,24.80297238
BTMG,t-BuBrettPhos,3-bromopyridine,benzo[d]isoxazole,53.55291415
BTMG,t-BuBrettPhos,3-iodopyridine,benzo[d]isoxazole,58.6831586
BTMG,t-BuBrettPhos,None,benzo[d]isoxazole,0.0
MTBD,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,benzo[d]isoxazole,22.90680768
MTBD,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,benzo[d]isoxazole,36.5499256
MTBD,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,benzo[d]isoxazole,49.30223849
MTBD,t-BuBrettPhos,1-chloro-4-methoxybenzene,benzo[d]isoxazole,0.710304987
MTBD,t-BuBrettPhos,1-bromo-4-methoxybenzene,benzo[d]isoxazole,29.57593303
MTBD,t-BuBrettPhos,1-iodo-4-methoxybenzene,benzo[d]isoxazole,35.50826326
MTBD,t-BuBrettPhos,1-chloro-4-ethylbenzene,benzo[d]isoxazole,13.45243807
MTBD,t-BuBrettPhos,1-bromo-4-ethylbenzene,benzo[d]isoxazole,65.066599
MTBD,t-BuBrettPhos,1-ethyl-4-iodobenzene,benzo[d]isoxazole,69.13479769
MTBD,t-BuBrettPhos,2-chloropyridine,benzo[d]isoxazole,80.10225068
MTBD,t-BuBrettPhos,2-bromopyridine,benzo[d]isoxazole,85.13318487
MTBD,t-BuBrettPhos,2-iodopyridine,benzo[d]isoxazole,89.59877790000002
MTBD,t-BuBrettPhos,3-chloropyridine,benzo[d]isoxazole,40.91094026
MTBD,t-BuBrettPhos,3-bromopyridine,benzo[d]isoxazole,80.00019125
MTBD,t-BuBrettPhos,3-iodopyridine,benzo[d]isoxazole,83.40919805
MTBD,t-BuBrettPhos,None,benzo[d]isoxazole,0.0
P2Et,AdBrettPhos,1-chloro-4-(trifluoromethyl)benzene,ethyl-isoxazole-3-carboxylate,0.0
P2Et,AdBrettPhos,1-bromo-4-(trifluoromethyl)benzene,ethyl-isoxazole-3-carboxylate,0.0
P2Et,AdBrettPhos,1-iodo-4-(trifluoromethyl)benzene,ethyl-isoxazole-3-carboxylate,12.15190247
P2Et,AdBrettPhos,1-chloro-4-methoxybenzene,ethyl-isoxazole-3-carboxylate,0.0
P2Et,AdBrettPhos,1-bromo-4-methoxybenzene,ethyl-isoxazole-3-carboxylate,0.0
P2Et,AdBrettPhos,1-iodo-4-methoxybenzene,ethyl-isoxazole-3-carboxylate,7.843927615
P2Et,AdBrettPhos,1-chloro-4-ethylbenzene,ethyl-isoxazole-3-carboxylate,0.0
P2Et,AdBrettPhos,1-bromo-4-ethylbenzene,ethyl-isoxazole-3-carboxylate,1.023181291
P2Et,AdBrettPhos,1-ethyl-4-iodobenzene,ethyl-isoxazole-3-carboxylate,14.17510686
P2Et,AdBrettPhos,2-chloropyridine,ethyl-isoxazole-3-carboxylate,0.0
P2Et,AdBrettPhos,2-bromopyridine,ethyl-isoxazole-3-carboxylate,0.0
